date,league,season,home,away,fthg,ftag,market,selection,soft_book,soft_source,soft_odds,fair_odds,fair_close,stake,pnl,clv,won
2023-05-13,bundesliga_1,2022-2023,Dortmund,M'gladbach,5.0,2.0,OU2.5,under,b365,,4.0,3.61771350773105,3.61771350773105,1.0,-1.0,0.10567074796055698,0.0
2023-05-27,bundesliga_1,2022-2023,Dortmund,Mainz,2.0,2.0,OU2.5,under,b365,,4.33,3.7922774810373268,3.7922774810373268,1.0,-1.0,0.14179408591577713,0.0
2021-05-22,bundesliga_1,2020-2021,Wolfsburg,Mainz,2.0,3.0,OU2.5,under,average,,2.9,2.7694242367044644,2.7694242367044644,1.0,-1.0,0.047149064980711364,0.0
2022-03-05,bundesliga_1,2021-2022,Bayern Munich,Leverkusen,1.0,1.0,OU2.5,under,average,,3.89,3.681151503902742,3.681151503902742,1.0,2.89,0.05673455598766797,1.0
2022-04-23,bundesliga_1,2021-2022,Bayern Munich,Dortmund,3.0,1.0,OU2.5,under,average,,3.93,3.632517069934359,3.632517069934359,1.0,-1.0,0.08189443417289066,0.0
2022-05-14,bundesliga_1,2021-2022,Wolfsburg,Bayern Munich,2.0,2.0,OU2.5,under,average,,4.27,3.6127409656361524,3.6127409656361524,1.0,-1.0,0.18192808192328092,0.0
2022-05-14,bundesliga_1,2021-2022,M'gladbach,Hoffenheim,5.0,1.0,OU2.5,under,average,,4.16,3.557089870643679,3.557089870643679,1.0,-1.0,0.1694953322186432,0.0
2023-04-15,bundesliga_1,2022-2023,Bayern Munich,Hoffenheim,1.0,1.0,OU2.5,under,average,,4.03,3.7040849884461995,3.7040849884461995,1.0,3.0300000000000002,0.08798799502991872,1.0
2023-05-13,bundesliga_1,2022-2023,Dortmund,M'gladbach,5.0,2.0,OU2.5,under,average,,3.85,3.61771350773105,3.61771350773105,1.0,-1.0,0.06420809491203605,0.0
2023-05-27,bundesliga_1,2022-2023,Dortmund,Mainz,2.0,2.0,OU2.5,under,average,,4.34,3.7922774810373268,3.7922774810373268,1.0,-1.0,0.14443102375853867,0.0
2019-09-07,league_one_t3,2019-2020,Milton Keynes Dons,AFC Wimbledon,2.0,1.0,AH,ah_home,b365,,1.93,1.8511289203645624,2.0607901501181303,1.0,0.9299999999999999,-0.06346602059925077,1
2021-04-08,bundesliga_2,2020-2021,Hannover,Wurzburger Kickers,1.0,2.0,AH,ah_home,b365,,2.2,2.1233226399853726,1.8378863083703663,1.0,-1.0,0.1970272535251194,0
2021-12-04,bundesliga_2,2021-2022,Hansa Rostock,Ingolstadt,1.0,1.0,AH,ah_home,b365,,2.5,1.8902161893692637,2.118133330601013,1.0,-1.0,0.18028452877923118,0
2022-03-12,bundesliga_2,2021-2022,Paderborn,Fortuna Dusseldorf,1.0,1.0,AH,ah_home,b365,,2.15,1.9534719612113616,2.1476949656411723,1.0,-1.0,0.0010732596554461349,0
2020-06-17,bundesliga_1,2019-2020,RB Leipzig,Fortuna Dusseldorf,2.0,2.0,AH,ah_away,b365,,1.9,1.832285858483243,1.9842573261909964,1.0,0.8999999999999999,-0.0424629029102479,1
2022-01-19,ligue_2_t2,2021-2022,Toulouse,Nancy,4.0,0.0,AH,ah_away,b365,,2.38,2.050780614219909,1.9528856855785452,1.0,-1.0,0.21870932721539282,0
2022-09-03,ligue_2_t2,2022-2023,Paris FC,Bordeaux,1.0,3.0,AH,ah_away,b365,,1.88,1.8014096722292685,2.038233767250468,1.0,0.8799999999999999,-0.07763278667683049,1
